STATIONS_ID,MESS_DATUM,QN_3,FX.Windspitze,FM.Windgeschwindigkeit,QN_4,RSK.Niederschlagshoehe,RSKF.Niederschlagsform,SDK.Sonnenscheindauer,SHK_TAG.Schneehoehe,NM.Bedeckungsgrad,VPM.Dampfdruck,PM.Luftdruck,TMK.Lufttemperatur,UPM.Relative_Feuchte,TXK.Lufttemperatur_Max,TNK.Lufttemperatur_Min,TGK.Lufttemperatur_5cm_min,eor
1580,1884-07-01T00:00:00Z,,,,1,0,0,,,1,,1009.5,20.7,61,28.4,12,,eor
1580,1884-07-02T00:00:00Z,,,,1,0,1,,,3.7,,1004.9,23.2,61,30.8,14.7,,eor
1580,1884-07-03T00:00:00Z,,,,1,0,1,,,4.3,,1003.3,23.9,62,31.5,16.4,,eor
1580,1884-07-04T00:00:00Z,,,,1,0,0,,,2,,1003.3,23.6,58,34.4,15.4,,eor
1580,1884-07-05T00:00:00Z,,,,1,0.4,1,,,4.7,,1002.6,23.7,60,31.9,15.5,,eor
1580,1884-07-06T00:00:00Z,,,,1,0,0,,,5.7,,1004.5,22.2,59,27.8,17.1,,eor
1580,1884-07-07T00:00:00Z,,,,1,0,0,,,2,,1004.8,20.2,55,27.7,12.4,,eor
1580,1884-07-08T00:00:00Z,,,,1,0,1,,,1.3,,1002.1,21.3,56,29.4,11.8,,eor
1580,1884-07-09T00:00:00Z,,,,1,3.8,1,,,4,,999.6,24.2,50,31,16.8,,eor
1580,1884-07-10T00:00:00Z,,,,1,1.6,1,,,5.3,,994.8,23.3,73,32.1,16.8,,eor
1580,1884-07-11T00:00:00Z,,,,1,0,1,,,3.7,,999.9,20.3,63,26.3,16.4,,eor
1580,1884-07-12T00:00:00Z,,,,1,0,1,,,0.7,,1003.2,22.5,59,31.9,12.8,,eor
1580,1884-07-13T00:00:00Z,,,,1,7.4,1,,,3.3,,1003.2,26.3,55,35.2,16.4,,eor
1580,1884-07-14T00:00:00Z,,,,1,0,1,,,5,,1005.1,21.9,75,28,20.2,,eor
1580,1884-07-15T00:00:00Z,,,,1,0.9,1,,,2,,1003.9,22.2,67,30.4,15.2,,eor
1580,1884-07-16T00:00:00Z,,,,1,5.5,1,,,4.7,,997.4,24.8,53,34.8,16.4,,eor
1580,1884-07-17T00:00:00Z,,,,1,0.2,1,,,4,,998.7,23.5,71,32.5,16.6,,eor
1580,1884-07-18T00:00:00Z,,,,1,0,0,,,1.7,,1005.4,19.2,58,26,14.9,,eor
1580,1884-07-19T00:00:00Z,,,,1,0,0,,,8,,1005.9,16.6,65,22.1,13.6,,eor
1580,1884-07-20T00:00:00Z,,,,1,8,1,,,3,,1008.4,14.2,62,20,8.7,,eor
1580,1884-07-21T00:00:00Z,,,,1,12,1,,,4.3,,1002.5,16,74,23.2,8.4,,eor
1580,1884-07-22T00:00:00Z,,,,1,0,0,,,4.7,,1004.1,18,70,23.4,14.9,,eor
1580,1884-07-23T00:00:00Z,,,,1,4.8,1,,,1,,1002.3,20.8,67,29.4,13.8,,eor
1580,1884-07-24T00:00:00Z,,,,1,0.1,1,,,4.3,,996.7,18.8,69,24,15.8,,eor
1580,1884-07-25T00:00:00Z,,,,1,0,0,,,5.7,,1001.6,16.6,62,21.4,10.6,,eor
1580,1884-07-26T00:00:00Z,,,,1,0.5,1,,,5,,1006.8,15.3,61,20,12.3,,eor
1580,1884-07-27T00:00:00Z,,,,1,2.7,1,,,8,,1002.5,15.3,72,19.9,10.4,,eor
1580,1884-07-28T00:00:00Z,,,,1,1.6,1,,,4,,1002.8,15.6,83,21.6,11.9,,eor
1580,1884-07-29T00:00:00Z,,,,1,0,0,,,6,,1005.2,18.2,68,23.6,11.9,,eor
1580,1884-07-30T00:00:00Z,,,,1,0,0,,,2.7,,1008.6,16.2,65,22,15,,eor
1580,1884-07-31T00:00:00Z,,,,1,0,0,,,5,,1010.2,18.6,62,25.4,7.2,,eor
1580,1884-08-01T00:00:00Z,,,,1,0,0,,,5.3,,1005.9,19.8,72,27.4,13.4,,eor
1580,1884-08-02T00:00:00Z,,,,1,0.1,1,,,2.3,,1003.9,22.3,68,30.8,14.1,,eor
1580,1884-08-03T00:00:00Z,,,,1,0,1,,,3,,1004.7,24,66,34.4,14.4,,eor
1580,1884-08-04T00:00:00Z,,,,1,0,0,,,6,,1008.1,20.2,75,25.2,17,,eor
1580,1884-08-05T00:00:00Z,,,,1,0,0,,,3.7,,1009.1,20.8,65,26.4,16.2,,eor
1580,1884-08-06T00:00:00Z,,,,1,0,0,,,3.7,,1006.9,21.2,64,27,13.4,,eor
1580,1884-08-07T00:00:00Z,,,,1,0,0,,,1,,1006.7,20.9,58,28.3,14.9,,eor
1580,1884-08-08T00:00:00Z,,,,1,0,0,,,0.3,,1006.3,22,55,28.7,13.4,,eor
1580,1884-08-09T00:00:00Z,,,,1,0,1,,,1,,1004.1,20.6,62,30.2,12.6,,eor
1580,1884-08-10T00:00:00Z,,,,1,4.2,1,,,2,,1003.6,23.5,50,32.5,13.4,,eor
1580,1884-08-11T00:00:00Z,,,,1,0.2,1,,,7,,1004.1,20.1,75,30.5,15.1,,eor
1580,1884-08-12T00:00:00Z,,,,1,9.3,1,,,4,,1003.6,22.8,69,29.8,15.1,,eor
1580,1884-08-13T00:00:00Z,,,,1,5.7,1,,,7.3,,1003.5,21.9,75,27.4,17.1,,eor
1580,1884-08-14T00:00:00Z,,,,1,0,0,,,6.3,,1001.5,21.4,77,27.7,16.9,,eor
1580,1884-08-15T00:00:00Z,,,,1,0,0,,,1.3,,1006.3,18,72,22.8,14.1,,eor
1580,1884-08-16T00:00:00Z,,,,1,0,0,,,2,,1008,18.6,74,24.4,11.3,,eor
1580,1884-08-17T00:00:00Z,,,,1,0.9,1,,,0,,1005.5,18.8,68,25.8,11.9,,eor
1580,1884-08-18T00:00:00Z,,,,1,0.2,1,,,3,,1002.7,18.8,70,26.4,11.3,,eor
1580,1884-08-19T00:00:00Z,,,,1,7.1,1,,,6,,1001,17.1,85,20.9,12.2,,eor
1580,1884-08-20T00:00:00Z,,,,1,2.7,1,,,7.3,,1002.1,17.1,89,20.2,10.3,,eor
1580,1884-08-21T00:00:00Z,,,,1,0,0,,,2,,1006.5,19.1,80,26.9,14.4,,eor
1580,1884-08-22T00:00:00Z,,,,1,0,0,,,3.3,,1007.5,17.7,77,24.3,12.3,,eor
1580,1884-08-23T00:00:00Z,,,,1,0,0,,,0.3,,1008,18,66,25.2,10.2,,eor
1580,1884-08-24T00:00:00Z,,,,1,0,1,,,0.3,,1008.9,17.3,64,25.4,9.8,,eor
1580,1884-08-25T00:00:00Z,,,,1,9.9,1,,,5,,1002.1,18.9,60,26.4,8.4,,eor
1580,1884-08-26T00:00:00Z,,,,1,3,1,,,5.7,,997.5,14,83,18.4,15.5,,eor
1580,1884-08-27T00:00:00Z,,,,1,0,0,,,6.7,,998.8,11.9,78,17.7,8.9,,eor
1580,1884-08-28T00:00:00Z,,,,1,1.8,1,,,5.3,,1000.2,15,62,20.4,5.6,,eor
1580,1884-08-29T00:00:00Z,,,,1,0,0,,,4.7,,998.3,13.9,83,21.4,7.4,,eor
1580,1884-08-30T00:00:00Z,,,,1,1.3,1,,,6.7,,1004,13.9,78,17.6,6.9,,eor
1580,1884-08-31T00:00:00Z,,,,1,0.1,1,,,7.7,,1001.1,17.7,84,21.4,13.4,,eor
1580,1884-09-01T00:00:00Z,,,,1,5.2,1,,,4,,999.8,18.9,77,26.7,10.6,,eor
1580,1884-09-02T00:00:00Z,,,,1,5.3,1,,,5.3,,1000,18.3,83,25.7,11.4,,eor
1580,1884-09-03T00:00:00Z,,,,1,0.8,1,,,7.3,,994.9,16.7,91,20.2,14.3,,eor
1580,1884-09-04T00:00:00Z,,,,1,0,0,,,8,,985,14.5,90,16.4,13.2,,eor
1580,1884-09-05T00:00:00Z,,,,1,0.6,1,,,4,,990.3,13.8,73,18.4,11.1,,eor
1580,1884-09-06T00:00:00Z,,,,1,3,1,,,5,,998.8,13,81,18,5.5,,eor
1580,1884-09-07T00:00:00Z,,,,1,0.5,1,,,7.3,,998,15.9,75,20,12.5,,eor
1580,1884-09-08T00:00:00Z,,,,1,0,0,,,7,,1007.6,13.9,75,17.1,11,,eor
1580,1884-09-09T00:00:00Z,,,,1,0,0,,,3.7,,1009,13.6,81,21,7.5,,eor
1580,1884-09-10T00:00:00Z,,,,1,0,0,,,1,,1010.3,14.4,79,20.5,8.3,,eor
1580,1884-09-11T00:00:00Z,,,,1,0,0,,,2.3,,1010.8,16.5,67,23,9.3,,eor
1580,1884-09-12T00:00:00Z,,,,1,0,0,,,1.3,,1011.1,16.3,65,23.5,11.2,,eor
1580,1884-09-13T00:00:00Z,,,,1,0,0,,,0.7,,1008.3,17.1,67,24.1,10.7,,eor
1580,1884-09-14T00:00:00Z,,,,1,0,0,,,3.3,,1007.1,15.6,76,22.1,10.2,,eor
1580,1884-09-15T00:00:00Z,,,,1,0,0,,,0.7,,1008.5,16.6,76,25.6,8,,eor
1580,1884-09-16T00:00:00Z,,,,1,0,0,,,3,,1011.7,17.9,73,26.6,9.6,,eor
1580,1884-09-17T00:00:00Z,,,,1,0,0,,,2,,1014,18.7,73,28.7,10.1,,eor
1580,1884-09-18T00:00:00Z,,,,1,0,0,,,3.3,,1013.1,19.3,71,28.2,11.5,,eor
1580,1884-09-19T00:00:00Z,,,,1,0,0,,,2,,1008.7,17.1,82,23,12.1,,eor
1580,1884-09-20T00:00:00Z,,,,1,0,0,,,1.7,,1006.3,14.8,77,22.5,8.3,,eor
1580,1884-09-21T00:00:00Z,,,,1,1.1,1,,,0,,1000.5,15.8,78,23.6,6.8,,eor
1580,1884-09-22T00:00:00Z,,,,1,0.2,1,,,7.3,,999.8,18,78,22.4,12.8,,eor
1580,1884-09-23T00:00:00Z,,,,1,0,0,,,4.7,,1010.1,13.9,75,18.1,10.5,,eor
1580,1884-09-24T00:00:00Z,,,,1,0,0,,,5.3,,1012.2,12.6,79,19.9,5.2,,eor
1580,1884-09-25T00:00:00Z,,,,1,0,0,,,4,,1010.1,12.8,80,17.9,8.6,,eor
1580,1884-09-26T00:00:00Z,,,,1,0,0,,,0.3,,1006.7,11.2,84,20.6,4.7,,eor
1580,1884-09-27T00:00:00Z,,,,1,0,0,,,7,,1007.9,11.4,86,18.7,5.1,,eor
1580,1884-09-28T00:00:00Z,,,,1,0,0,,,3.3,,1010.7,14.9,84,23,9.4,,eor
1580,1884-09-29T00:00:00Z,,,,1,0,0,,,2.3,,1009,17,88,23.6,5.4,,eor
1580,1884-09-30T00:00:00Z,,,,1,0,0,,,1,,1007.8,14.3,78,22.6,7,,eor
1580,1884-10-01T00:00:00Z,,,,1,0,0,,,2.7,,1004.8,14.5,76,22.6,7,,eor
1580,1884-10-02T00:00:00Z,,,,1,6,1,,,3.3,,1005.4,10.3,84,16.9,8.5,,eor
1580,1884-10-03T00:00:00Z,,,,1,1.6,1,,,5.7,,1003.8,11.3,86,17.1,3.1,,eor
1580,1884-10-04T00:00:00Z,,,,1,0.4,1,,,4,,1012.8,10.3,80,13.7,6.4,,eor
1580,1884-10-05T00:00:00Z,,,,1,8.7,1,,,5.3,,1015.2,13.1,76,16.3,8,,eor
1580,1884-10-06T00:00:00Z,,,,1,0,0,,,8,,1008.3,10.9,84,15,11,,eor
1580,1884-10-07T00:00:00Z,,,,1,0,0,,,7,,1002.4,11.7,87,15.5,8.8,,eor
1580,1884-10-08T00:00:00Z,,,,1,1.1,1,,,7,,995.5,10.4,85,13.7,4.9,,eor
1580,1884-10-09T00:00:00Z,,,,1,2.4,1,,,8,,993.4,11.2,82,14.5,8.9,,eor
1580,1884-10-10T00:00:00Z,,,,1,0.6,1,,,5.7,,985.4,9.7,84,11.9,8.6,,eor
1580,1884-10-11T00:00:00Z,,,,1,0,0,,,7.3,,986.6,5.5,77,8.4,3.7,,eor
1580,1884-10-12T00:00:00Z,,,,1,0.9,1,,,7,,995.9,4.9,79,8,3.5,,eor
1580,1884-10-13T00:00:00Z,,,,1,0.5,1,,,5.7,,1000.2,7.6,82,10.4,3.5,,eor
1580,1884-10-14T00:00:00Z,,,,1,0,0,,,7.7,,1007.3,8.3,76,11.2,5.3,,eor
1580,1884-10-15T00:00:00Z,,,,1,0.2,1,,,7.7,,1011.8,10.3,86,13.4,6.9,,eor
1580,1884-10-16T00:00:00Z,,,,1,0,0,,,5.7,,1011.8,12.1,77,15.4,9,,eor
1580,1884-10-17T00:00:00Z,,,,1,1.2,1,,,6.3,,1011.5,13.4,77,15,8.5,,eor
1580,1884-10-18T00:00:00Z,,,,1,0,0,,,8,,1010.4,13,79,15.1,12.7,,eor
1580,1884-10-19T00:00:00Z,,,,1,0,0,,,5.3,,1011.4,11.5,88,16,9.5,,eor
1580,1884-10-20T00:00:00Z,,,,1,0,0,,,7.7,,1012.8,10.6,81,12.2,6.6,,eor
1580,1884-10-21T00:00:00Z,,,,1,0,0,,,6,,1014.4,9.8,74,13.6,9.4,,eor
1580,1884-10-22T00:00:00Z,,,,1,0,0,,,7.3,,1011.2,9.7,76,12.6,6.3,,eor
1580,1884-10-23T00:00:00Z,,,,1,0,0,,,1.3,,1005,8.6,69,13.2,5.4,,eor
1580,1884-10-24T00:00:00Z,,,,1,0,0,,,0.7,,1002.9,6.9,74,12.7,1.4,,eor
1580,1884-10-25T00:00:00Z,,,,1,3.7,1,,,0.7,,1003.9,6.4,72,14.4,0.4,,eor
1580,1884-10-26T00:00:00Z,,,,1,4.2,1,,,5.3,,993.5,7.5,80,10.1,1.7,,eor
1580,1884-10-27T00:00:00Z,,,,1,2.9,1,,,6.3,,997.1,6.4,72,9.5,4.5,,eor
1580,1884-10-28T00:00:00Z,,,,1,11,1,,,7.7,,996.2,10,84,11.6,4.3,,eor
1580,1884-10-29T00:00:00Z,,,,1,0.5,1,,,4.7,,1006.8,7,81,11.8,6.6,,eor
1580,1884-10-30T00:00:00Z,,,,1,0.3,1,,,8,,1016.8,3.5,96,4.7,1.4,,eor
1580,1884-10-31T00:00:00Z,,,,1,0,0,,,8,,1019.1,5.4,95,6.4,2.7,,eor
1580,1884-11-01T00:00:00Z,,,,1,0,0,,,8,,1014.2,6.8,86,8.9,5.9,,eor
1580,1884-11-02T00:00:00Z,,,,1,0,0,,,8,,1007.1,6.1,91,7.9,4,,eor
1580,1884-11-03T00:00:00Z,,,,1,0.1,1,,,7.7,,1005.3,7.8,91,9.6,5.5,,eor
1580,1884-11-04T00:00:00Z,,,,1,0,0,,,3.7,,1007.4,9.3,91,13.2,7.5,,eor
1580,1884-11-05T00:00:00Z,,,,1,0,0,,,6.7,,1009.5,11.2,87,15.1,5.3,,eor
1580,1884-11-06T00:00:00Z,,,,1,0.2,1,,,2,,1010.8,10,87,15.9,7.9,,eor
1580,1884-11-07T00:00:00Z,,,,1,0.2,1,,,4.3,,1009,7.7,87,12.5,3.4,,eor
1580,1884-11-08T00:00:00Z,,,,1,0,1,,,3,,1016.4,7.8,79,13,5.9,,eor
1580,1884-11-09T00:00:00Z,,,,1,0,1,,,8,,1017.9,6.3,95,7.3,1.3,,eor
1580,1884-11-10T00:00:00Z,,,,1,0,1,,,7.3,,1020.8,6.9,82,10.2,5.4,,eor
1580,1884-11-11T00:00:00Z,,,,1,0,0,,,4,,1019.4,6.4,78,9.3,3.9,,eor
1580,1884-11-12T00:00:00Z,,,,1,0,0,,,0,,1016.7,3.5,77,7.9,1.3,,eor
1580,1884-11-13T00:00:00Z,,,,1,0,0,,,0,,1016.7,1.5,69,5.2,-0.5,,eor
1580,1884-11-14T00:00:00Z,,,,1,0,0,,,0.7,,1019.7,0.3,78,5.1,-3.6,,eor
1580,1884-11-15T00:00:00Z,,,,1,0,7,,,5,,1018.6,1.9,75,5.6,-3.4,,eor
1580,1884-11-16T00:00:00Z,,,,1,0,0,,,4.3,,1012.2,1.2,75,3.6,0.3,,eor
1580,1884-11-17T00:00:00Z,,,,1,0.5,8,,,4.7,,1007.9,2.1,69,4.9,-2.8,,eor
1580,1884-11-18T00:00:00Z,,,,1,0,8,,,7.3,,1005.7,2,82,3.4,-0.5,,eor
1580,1884-11-19T00:00:00Z,,,,1,1.5,7,,,5.3,,1011.1,1.3,73,3.1,1.8,,eor
1580,1884-11-20T00:00:00Z,,,,1,0.9,8,,,8,,1001.8,0.8,86,3.4,-3.1,,eor
1580,1884-11-21T00:00:00Z,,,,1,0,0,,,8,,993.7,2.1,94,2.4,0.5,,eor
1580,1884-11-22T00:00:00Z,,,,1,0.2,7,,,3.3,,1000.9,-0.4,85,2.9,1.2,,eor
1580,1884-11-23T00:00:00Z,,,,1,0,8,,,4.7,,1002.1,-1.3,85,1.9,-6.5,,eor
1580,1884-11-24T00:00:00Z,,,,1,0.2,8,,,6,,1005.7,-0.4,88,2.5,-5.7,,eor
1580,1884-11-25T00:00:00Z,,,,1,0,7,,,0.3,,1010.3,-2.1,78,2.4,-3.4,,eor
1580,1884-11-26T00:00:00Z,,,,1,0.2,1,,,6,,1008.8,0.1,80,2.4,-8.4,,eor
1580,1884-11-27T00:00:00Z,,,,1,2.1,1,,,8,,1003.8,5,82,6.1,2.1,,eor
1580,1884-11-28T00:00:00Z,,,,1,1.8,1,,,8,,994.7,5.5,85,6.6,4.6,,eor
1580,1884-11-29T00:00:00Z,,,,1,0,0,,,7.3,,991.1,2.5,85,4.7,2.3,,eor
1580,1884-11-30T00:00:00Z,,,,1,0,0,,,3,,1003.2,-1.5,76,1.6,-1.3,,eor
1580,1884-12-01T00:00:00Z,,,,1,0.6,8,,,3,,1007.3,-4.4,85,-1.6,-8,,eor
1580,1884-12-02T00:00:00Z,,,,1,6.5,1,,,8,,1005.2,-3.6,90,-2.8,-5.3,,eor
1580,1884-12-03T00:00:00Z,,,,1,4.9,1,,,8,,995,4.2,94,6.9,-2.6,,eor
1580,1884-12-04T00:00:00Z,,,,1,2.2,1,,,6.3,,989.3,8.9,81,10.7,6.4,,eor
1580,1884-12-05T00:00:00Z,,,,1,2.9,1,,,6,,998.8,5,77,7.3,4.6,,eor
1580,1884-12-06T00:00:00Z,,,,1,0,0,,,8,,1002.1,8.2,85,10.2,2.5,,eor
1580,1884-12-07T00:00:00Z,,,,1,2.9,1,,,8,,1007.1,10.4,83,11.7,9.6,,eor
1580,1884-12-08T00:00:00Z,,,,1,6.2,1,,,7.7,,1005.2,10.4,71,11,9.4,,eor
1580,1884-12-09T00:00:00Z,,,,1,0,0,,,8,,998.8,8.7,86,9.7,6.4,,eor
1580,1884-12-10T00:00:00Z,,,,1,2.9,1,,,6,,1010.6,4.9,72,8.9,2.4,,eor
1580,1884-12-11T00:00:00Z,,,,1,1.8,1,,,8,,996.2,5.7,86,6.2,3.2,,eor
1580,1884-12-12T00:00:00Z,,,,1,0,1,,,7.3,,1003.3,7.7,76,8.6,5.7,,eor
1580,1884-12-13T00:00:00Z,,,,1,0,0,,,8,,1012.7,8.1,82,9.2,4.5,,eor
1580,1884-12-14T00:00:00Z,,,,1,5.8,1,,,8,,1009.7,6.4,86,8.8,6.5,,eor
1580,1884-12-15T00:00:00Z,,,,1,0,0,,,8,,999.2,5.7,88,7.3,4.3,,eor
1580,1884-12-16T00:00:00Z,,,,1,2.9,7,,,3,,1005.9,2.8,80,6.2,1.4,,eor
1580,1884-12-17T00:00:00Z,,,,1,0.8,8,,,7.7,,993.4,1.8,87,3.5,-0.4,,eor
1580,1884-12-18T00:00:00Z,,,,1,5.3,1,,,4.3,,1003.1,2.3,72,3.9,0.5,,eor
1580,1884-12-19T00:00:00Z,,,,1,23.3,1,,,5.7,,990.6,4.6,76,7,1.3,,eor
1580,1884-12-20T00:00:00Z,,,,1,2.1,8,,,8,,969.9,3.7,91,4.6,3.3,,eor
1580,1884-12-21T00:00:00Z,,,,1,0.3,1,,,8,,986.5,3.2,82,3.9,2.1,,eor
1580,1884-12-22T00:00:00Z,,,,1,0,8,,,8,,998.4,3,75,3.6,1.4,,eor
1580,1884-12-23T00:00:00Z,,,,1,0,7,,,8,,998.6,3.1,76,3.5,2.3,,eor
1580,1884-12-24T00:00:00Z,,,,1,0,0,,,8,,999.7,1.2,72,2.9,1.4,,eor
1580,1884-12-25T00:00:00Z,,,,1,0,0,,,8,,998.8,-0.5,77,-0.1,-1.6,,eor
1580,1884-12-26T00:00:00Z,,,,1,0,0,,,7.3,,1002,0.6,78,1.6,-1.7,,eor
1580,1884-12-27T00:00:00Z,,,,1,0,0,,,4,,1009.2,0.1,82,2,-2.6,,eor
1580,1884-12-28T00:00:00Z,,,,1,0,0,,,8,,1004.9,1,79,1.7,-0.2,,eor
1580,1884-12-29T00:00:00Z,,,,1,0,1,,,8,,997.7,0.2,78,0.6,-0.4,,eor
1580,1884-12-30T00:00:00Z,,,,1,0.2,7,,,8,,1001.4,-0.4,94,0.2,-1.5,,eor
1580,1884-12-31T00:00:00Z,,,,1,0.1,7,,,8,,1011.4,0.2,87,0.4,-1.4,,eor
1580,1885-01-01T00:00:00Z,,,,1,0,0,,,8,,1014.9,0.9,94,1.5,-0.4,,eor
1580,1885-01-02T00:00:00Z,,,,1,0,0,,,5.7,,1010.6,1,75,2,0.8,,eor
1580,1885-01-03T00:00:00Z,,,,1,0,0,,,8,,1006.8,-0.6,92,0,-1.8,,eor
1580,1885-01-04T00:00:00Z,,,,1,1,7,,,8,,1009.9,-0.4,94,0.5,-3.7,,eor
1580,1885-01-05T00:00:00Z,,,,1,3.5,8,,,8,,1009.3,1.1,91,2.2,-0.4,,eor
1580,1885-01-06T00:00:00Z,,,,1,0,0,,,6,,1008.2,1.5,93,2.7,0,,eor
1580,1885-01-07T00:00:00Z,,,,1,0,0,,,3,,1015.9,0.7,86,2.7,-1.5,,eor
1580,1885-01-08T00:00:00Z,,,,1,0.2,7,,,7.7,,1010,-2.9,92,-1.1,-5,,eor
1580,1885-01-09T00:00:00Z,,,,1,3.6,8,,,4.7,,1001.3,-3.5,80,-1.6,-4.6,,eor
1580,1885-01-10T00:00:00Z,,,,1,1,1,,,8,,991.6,0.9,87,3.2,-5.7,,eor
1580,1885-01-11T00:00:00Z,,,,1,0.5,7,,,6.3,,975.9,4.1,83,5.6,2.5,,eor
1580,1885-01-12T00:00:00Z,,,,1,1,7,,,8,,982.2,2.7,83,4.6,-0.6,,eor
1580,1885-01-13T00:00:00Z,,,,1,0,0,,,5.3,,988.3,-1.6,89,1.1,-2.7,,eor
1580,1885-01-14T00:00:00Z,,,,1,0,0,,,8,,989.5,-1,85,0.6,-3.3,,eor
1580,1885-01-15T00:00:00Z,,,,1,0,0,,,8,,997.8,-1.4,83,0.7,-6.6,,eor
1580,1885-01-16T00:00:00Z,,,,1,0,0,,,4.3,,998.1,1.8,79,3.9,-2.2,,eor
1580,1885-01-17T00:00:00Z,,,,1,0,0,,,4,,1003,3.7,81,4.8,1.2,,eor
1580,1885-01-18T00:00:00Z,,,,1,0,0,,,0,,1007.7,3.5,71,6.6,0.2,,eor
1580,1885-01-19T00:00:00Z,,,,1,0,0,,,0,,1011.3,-1.9,69,1.8,-4,,eor
1580,1885-01-20T00:00:00Z,,,,1,0,0,,,0,,1007.4,-3.6,57,-0.4,-6,,eor
1580,1885-01-21T00:00:00Z,,,,1,0,0,,,0,,1006.2,-3.9,67,0.4,-8.3,,eor
1580,1885-01-22T00:00:00Z,,,,1,0,0,,,0,,1009.3,-5,82,-0.1,-9.1,,eor
1580,1885-01-23T00:00:00Z,,,,1,0,0,,,0,,1011.1,-4.9,80,-1,-10,,eor
1580,1885-01-24T00:00:00Z,,,,1,0,0,,,0,,1011.9,-4.4,81,2.5,-9.1,,eor
1580,1885-01-25T00:00:00Z,,,,1,0,0,,,0,,1011.8,-5.6,79,-0.8,-11.1,,eor
1580,1885-01-26T00:00:00Z,,,,1,0,0,,,0,,1009.9,-5.7,86,0.4,-11.2,,eor
1580,1885-01-27T00:00:00Z,,,,1,0,0,,,5,,1009,-5.6,87,-2.6,-11,,eor
1580,1885-01-28T00:00:00Z,,,,1,0,0,,,8,,1006.4,3.4,87,5.9,-3.2,,eor
1580,1885-01-29T00:00:00Z,,,,1,0,0,,,3,,998.7,4.3,75,9.6,-0.2,,eor
1580,1885-01-30T00:00:00Z,,,,1,1.7,1,,,6,,992.8,3.8,78,7.5,-1.5,,eor
1580,1885-01-31T00:00:00Z,,,,1,6,1,,,7.7,,988.5,5.4,78,9,1,,eor
1580,1885-02-01T00:00:00Z,,,,1,1.7,1,,,7,,990.9,9.8,80,12.3,3.5,,eor
1580,1885-02-02T00:00:00Z,,,,1,0.9,1,,,4.7,,993.5,7.7,78,12.6,4.6,,eor
1580,1885-02-03T00:00:00Z,,,,1,0.2,1,,,6.7,,986.1,4.7,88,7.2,2.9,,eor
1580,1885-02-04T00:00:00Z,,,,1,1.5,1,,,6.7,,990.6,5.2,82,8.8,2.1,,eor
1580,1885-02-05T00:00:00Z,,,,1,0,0,,,5.7,,990.1,2.3,90,3.8,1.4,,eor
1580,1885-02-06T00:00:00Z,,,,1,0,0,,,5,,1003.7,4.7,75,7,0.4,,eor
1580,1885-02-07T00:00:00Z,,,,1,0,0,,,6.3,,1004.3,2.2,85,4.7,-1.7,,eor
1580,1885-02-08T00:00:00Z,,,,1,6.3,8,,,5.3,,1006.7,3.2,89,6.2,1.8,,eor
1580,1885-02-09T00:00:00Z,,,,1,0.3,8,,,6,,995.5,2.6,81,6.4,-1.5,,eor
1580,1885-02-10T00:00:00Z,,,,1,2.4,1,,,6.7,,1004.2,3.7,79,7.6,-1.5,,eor
1580,1885-02-11T00:00:00Z,,,,1,0.8,1,,,7.7,,1008.6,2.5,94,4.5,-1,,eor
1580,1885-02-12T00:00:00Z,,,,1,0,0,,,8,,1010.4,3.6,96,4.2,2.2,,eor
1580,1885-02-13T00:00:00Z,,,,1,0.1,1,,,5.3,,1009.1,1.6,93,2.6,-0.2,,eor
1580,1885-02-14T00:00:00Z,,,,1,2.4,1,,,5.3,,1002.3,0.9,92,2.7,-2.6,,eor
1580,1885-02-15T00:00:00Z,,,,1,0.1,1,,,8,,997.7,5.7,89,8.9,0.4,,eor
1580,1885-02-16T00:00:00Z,,,,1,1.9,1,,,7,,988.3,11.6,67,14.6,7,,eor
1580,1885-02-17T00:00:00Z,,,,1,3.9,1,,,5.7,,986.4,12.2,72,15.5,11.6,,eor
1580,1885-02-18T00:00:00Z,,,,1,2.7,7,,,4.3,,988.6,5.9,79,8.7,1.9,,eor
1580,1885-02-19T00:00:00Z,,,,1,14.9,8,,,5.3,,997.6,2.2,78,6.4,-2.2,,eor
1580,1885-02-20T00:00:00Z,,,,1,0,0,,,8,,988.2,2.3,93,3.6,0.9,,eor
1580,1885-02-21T00:00:00Z,,,,1,0,0,,,4.3,,1007.4,0.4,76,2.5,-1.5,,eor
1580,1885-02-22T00:00:00Z,,,,1,0,0,,,5.7,,1009.7,0.9,79,3.5,-3.5,,eor
1580,1885-02-23T00:00:00Z,,,,1,0,0,,,6,,1010.1,3.5,92,7.7,1,,eor
1580,1885-02-24T00:00:00Z,,,,1,0,0,,,3.7,,1008.1,4.5,83,11.1,-1.5,,eor
1580,1885-02-25T00:00:00Z,,,,1,0,0,,,6,,1006.8,6.3,82,13.6,-0.6,,eor
1580,1885-02-26T00:00:00Z,,,,1,0.1,1,,,7.3,,1011.8,6.8,84,10.4,3.8,,eor
1580,1885-02-27T00:00:00Z,,,,1,1.1,1,,,5.3,,1005.5,6.4,84,14.6,-0.7,,eor
1580,1885-02-28T00:00:00Z,,,,1,2,1,,,7.7,,1003.3,8.8,80,13.2,3.5,,eor
1580,1885-03-01T00:00:00Z,,,,1,0,0,,,4.7,,1002.7,5.7,80,10.7,0.5,,eor
1580,1885-03-02T00:00:00Z,,,,1,0,0,,,2,,1005.4,1.7,67,5.8,-1.3,,eor
