STATIONS_ID,MESS_DATUM,MESS_DATUM_BEGINN,MESS_DATUM_ENDE,QN_4,MO_N.Bedeckungsgrad,MO_TT.Lufttemperatur,MO_TX.Lufttemperatur_Max,MO_TN.Lufttemperatur_Min,MO_FK.Windstaerke,MX_TX.Lufttemperatur_AbsMax,MX_FX.Windspitze,MX_TN.Lufttemperatur_AbsMin,MO_SD_S.Sonnenscheindauer,QN_6,MO_RR.Niederschlagshoehe,MX_RS.Niederschlagshoehe_Max,eor
1580,2003-12-15T00:00:00Z,20031201,20031231,10,5.79,2.99,6.04,0.36,1.94,12.1,,-5.1,77.1,9,21.5,6,eor
1580,2004-01-15T00:00:00Z,20040101,20040131,10,6.87,2.17,4.7,-0.37,1.97,12,,-7.5,35.6,9,71.3,16.6,eor
1580,2004-02-15T00:00:00Z,20040201,20040229,10,5.81,4.48,7.75,1.66,2.17,15.3,,-6,78.2,9,16.5,6,eor
1580,2004-03-15T00:00:00Z,20040301,20040331,10,5.23,5.72,10.31,1.8,2.05,20.6,,-3.1,146.4,9,22.5,5.7,eor
1580,2004-04-15T00:00:00Z,20040401,20040430,10,5.71,11.37,16.9,6.34,2.05,25.5,,1.2,197.4,9,15.1,5.1,eor
1580,2004-05-15T00:00:00Z,20040501,20040531,10,5.07,13.28,18.46,8.34,2.15,26.1,,2.5,226.2,9,40,17.9,eor
1580,2004-06-15T00:00:00Z,20040601,20040630,10,5.28,17.4,23.15,11.93,2.42,33.4,,6.7,227.1,9,23.4,4.6,eor
1580,2004-07-15T00:00:00Z,20040701,20040731,10,5.53,18.65,24.29,14.03,1.87,31,,9,196.9,9,64.5,24.2,eor
1580,2004-08-15T00:00:00Z,20040801,20040831,10,5.69,19.85,25.55,15.25,1.98,32.6,,8.7,191.4,9,61,14.3,eor
1580,2004-09-15T00:00:00Z,20040901,20040930,10,4.59,15.9,21.61,11.26,1.95,28.3,,4.6,210.3,9,25.9,9.1,eor
1580,2004-10-15T00:00:00Z,20041001,20041031,10,6.2,11.23,15.71,7.54,1.75,25.2,,2.8,107.6,9,44.2,13.8,eor
1580,2004-11-15T00:00:00Z,20041101,20041130,10,6.36,5.7,8.61,3.18,1.91,13.6,,-2.8,63.1,9,28.7,9,eor
1580,2004-12-15T00:00:00Z,20041201,20041231,10,6.73,1.53,3.51,-0.73,1.67,10.1,,-7.3,44.7,9,23.3,10.9,eor
1580,2005-01-15T00:00:00Z,20050101,20050131,10,6.26,3.34,6.24,0.47,2.24,13.3,,-7.6,83.3,9,32.8,13.3,eor
1580,2005-02-15T00:00:00Z,20050201,20050228,10,6.39,0.76,3.54,-1.42,2,12.8,,-9,69.5,9,35.7,8.3,eor
1580,2005-03-15T00:00:00Z,20050301,20050331,10,6.18,6.55,10.99,2.55,1.88,21.7,,-11.2,131.3,9,38.5,8,eor
1580,2005-04-15T00:00:00Z,20050401,20050430,10,5.4,11.09,16.66,6.31,1.97,24.9,,0.4,193.2,9,61.3,18.5,eor
1580,2005-05-15T00:00:00Z,20050501,20050531,10,5.57,14.52,20.09,9.39,2.02,32.5,,3.1,222.5,9,51.8,9.8,eor
1580,2005-06-15T00:00:00Z,20050601,20050630,10,5.37,19.05,24.81,12.96,1.85,33.4,,5.5,249.9,9,33.5,13.1,eor
1580,2005-07-15T00:00:00Z,20050701,20050731,10,5.44,20.21,25.93,15.03,2.04,34.3,,9.6,220.4,9,43.5,10.4,eor
1580,2005-08-15T00:00:00Z,20050801,20050831,10,5.2,17.42,22.86,12.87,1.9,30.3,,8.5,203.6,9,41.7,15.2,eor
1580,2005-09-15T00:00:00Z,20050901,20050930,10,3.76,16.88,23.08,12.03,1.69,30.3,,5.3,213.2,9,37.4,12.8,eor
1580,2005-10-15T00:00:00Z,20051001,20051031,10,4.96,12.31,16.81,8.97,1.54,22.3,,4.5,124.9,9,35,16.3,eor
1580,2005-11-15T00:00:00Z,20051101,20051130,10,6.33,5.91,9.13,3.4,1.78,19,,-1.8,69.3,9,30.9,8.1,eor
1580,2005-12-15T00:00:00Z,20051201,20051231,10,6.65,2.43,4.83,-0.02,1.82,10.8,,-4.4,49.9,9,31,5.8,eor
1580,2006-01-15T00:00:00Z,20060101,20060131,10,6.07,-0.43,2.23,-2.98,1.6,7.5,,-9.4,68.3,9,23.5,6.7,eor
1580,2006-02-15T00:00:00Z,20060201,20060228,10,7.29,1.8,4.2,-0.4,1.95,10.8,,-8.4,41.8,9,25.4,6.7,eor
1580,2006-03-15T00:00:00Z,20060301,20060331,10,5.48,3.93,8.01,0.49,2.16,18.3,,-6.4,120,9,55.7,18.1,eor
1580,2006-04-15T00:00:00Z,20060401,20060430,10,5.87,9.9,14.77,5.61,2.13,22.4,,-0.5,157.7,9,31,4.8,eor
1580,2006-05-15T00:00:00Z,20060501,20060531,10,6.03,15.11,19.95,10.03,2.28,25.4,,3.3,193.8,9,56.7,15.9,eor
1580,2006-06-15T00:00:00Z,20060601,20060630,10,4.46,18.84,24.47,12.93,2.07,32.1,,7.3,277.4,9,16.1,12.3,eor
1580,2006-07-15T00:00:00Z,20060701,20060731,10,3.95,24.57,31.02,18.12,1.93,35.3,,13.7,317.3,9,15.4,4.6,eor
1580,2006-08-15T00:00:00Z,20060801,20060831,10,6.32,16.6,21.35,12.92,2.05,26.7,,8,123.2,9,99.3,17.4,eor
1580,2006-09-15T00:00:00Z,20060901,20060930,10,4.76,18.12,23.98,13.51,1.48,28.5,,8.8,199.7,9,58.1,32,eor
1580,2006-10-15T00:00:00Z,20061001,20061031,10,5.92,13.32,17.7,9.9,1.54,21.7,,4.4,116,9,60.9,25.3,eor
1580,2006-11-15T00:00:00Z,20061101,20061130,10,6.65,8.32,11.7,5.31,1.81,17.3,,-0.8,54.4,9,25.1,4.9,eor
1580,2006-12-15T00:00:00Z,20061201,20061231,3,,4.98,7.79,2.17,1.77,15,19.1,-3.5,42.16,9,26.2,6.4,eor
1580,2007-01-15T00:00:00Z,20070101,20070131,3,,6.5,9.03,3.53,2.42,15.6,26.4,-8.1,39.9,9,27.6,5.8,eor
1580,2007-02-15T00:00:00Z,20070201,20070228,3,,5.81,8.98,2.84,1.75,13.4,18.5,-1.7,62.5,9,59.1,11.3,eor
1580,2007-03-15T00:00:00Z,20070301,20070331,3,,7.73,12.52,3.1,2.29,17.9,22.7,0,169,9,60.8,17.5,eor
1580,2007-04-15T00:00:00Z,20070401,20070430,3,,14.19,21.26,7.23,,28,15.1,1,315.4,9,0.3,0.3,eor
1580,2007-05-15T00:00:00Z,20070501,20070531,3,,16.04,21.1,11.01,2.23,30.6,21.2,3.8,186.3,9,62.8,14.5,eor
1580,2007-06-15T00:00:00Z,20070601,20070630,3,,18.98,24.28,13.99,2.07,30.9,14.8,10.9,180.6,9,48.6,10.7,eor
1580,2007-07-15T00:00:00Z,20070701,20070731,3,,18.35,23.86,13.07,2.29,35.3,18,7.2,211.4,9,74.7,14.6,eor
1580,2007-08-15T00:00:00Z,20070801,20070831,3,,18.16,23.51,13.01,2.1,31.4,14.9,8,205.9,9,41.9,9.9,eor
1580,2007-09-15T00:00:00Z,20070901,20070930,3,,13.88,19.25,9.2,1.93,24.8,14.4,4.5,153.2,9,39.3,17.9,eor
1580,2007-10-15T00:00:00Z,20071001,20071031,3,,10.35,14.93,6.32,1.55,22.1,18.3,0.6,139.4,9,6.3,3.4,eor
1580,2007-11-15T00:00:00Z,20071101,20071130,3,,5.4,7.92,2.94,2.1,14.7,18,-2.4,36.8,9,46.4,11.1,eor
1580,2007-12-15T00:00:00Z,20071201,20071231,3,,2.44,4.75,0.24,1.9,13.8,21.2,-6.6,51.27,9,41.8,12.4,eor
1580,2008-01-15T00:00:00Z,20080101,20080131,3,,4.9,7.76,1.79,2,14.5,17,-2.7,36.4,9,35.4,12.3,eor
1580,2008-02-15T00:00:00Z,20080201,20080229,3,,4.59,9.7,0.41,1.83,15.8,15.4,-5.6,142.3,9,41.8,14.5,eor
1580,2008-03-15T00:00:00Z,20080301,20080331,3,,6.05,9.87,2.5,2.48,21.2,23.2,-5.4,90,9,61.1,11.3,eor
1580,2008-04-15T00:00:00Z,20080401,20080430,3,,9.07,13.6,4.75,2.07,20.4,15.7,-0.8,108.2,9,34.2,8.2,eor
1580,2008-05-15T00:00:00Z,20080501,20080531,3,,17.39,22.94,11.71,2.03,30.3,18.9,4.5,235.6,9,38,20.8,eor
1580,2008-06-15T00:00:00Z,20080601,20080630,3,,18.7,24.47,13.35,2.1,31,16.8,7.2,235.9,9,78.7,32.5,eor
1580,2008-07-15T00:00:00Z,20080701,20080731,3,,19.43,25.54,13.84,2.03,33.5,19.6,9.1,214.1,9,63.7,18.8,eor
1580,2008-08-15T00:00:00Z,20080801,20080831,3,,18.68,23.95,13.62,2,29.5,14.8,9.5,174.4,9,56.4,17.6,eor
1580,2008-09-15T00:00:00Z,20080901,20080930,3,,13.58,18.35,9.09,1.87,26.3,10.8,4.1,120.9,9,26.7,6.1,eor
1580,2008-10-15T00:00:00Z,20081001,20081031,3,,9.82,14.24,6.24,1.55,19.5,14.1,0.5,72.8,9,41.7,6.7,eor
1580,2008-11-15T00:00:00Z,20081101,20081130,3,,6.56,9.66,3.35,1.63,17.4,25.1,-2,43.7,9,23.5,8.4,eor
1580,2008-12-15T00:00:00Z,20081201,20081231,3,,2.07,4.51,-0.34,1.81,11.7,12.4,-7.1,52.7,9,33.7,5.9,eor
1580,2009-01-15T00:00:00Z,20090101,20090131,9,5.67,-1.82,1.42,-4.69,1.48,8.5,19.2,-13.9,68.5,9,37,23.6,eor
1580,2009-02-15T00:00:00Z,20090201,20090228,9,6.68,2.82,5.75,0.06,1.93,12.2,18.4,-5.8,55.4,9,38.4,10.9,eor
1580,2009-03-15T00:00:00Z,20090301,20090331,9,6.13,6.14,10.42,2.04,2.29,14.9,18.9,-3.3,109.1,9,53.8,18.2,eor
1580,2009-04-15T00:00:00Z,20090401,20090430,9,3.9,14.03,19.58,8.76,2.03,24.9,12.9,4.1,227.5,9,36.8,14.5,eor
1580,2009-05-15T00:00:00Z,20090501,20090531,9,5.21,15.68,21.05,10.21,2.13,30.5,15.4,5.7,215.3,9,54.4,15,eor
1580,2009-06-15T00:00:00Z,20090601,20090630,9,5.14,16.87,22.17,11.71,2.07,29.4,16.6,6.6,208.5,9,76,19.3,eor
1580,2009-07-15T00:00:00Z,20090701,20090731,9,5.95,19.48,25.27,14.48,2.1,30.2,15.1,11,214.7,9,65.8,18.3,eor
1580,2009-08-15T00:00:00Z,20090801,20090831,9,3.99,20.32,27.12,14.05,2.03,35.7,15.5,7.6,262.4,9,11.2,2.9,eor
1580,2009-09-15T00:00:00Z,20090901,20090930,9,5.17,16.42,21.89,11.57,1.8,31.3,18.9,7.8,167.4,9,29.9,20.4,eor
1580,2009-10-15T00:00:00Z,20091001,20091031,9,5.87,9.87,14.07,5.85,1.87,22.9,15.9,-1.7,94.6,9,36.9,10.4,eor
1580,2009-11-15T00:00:00Z,20091101,20091130,9,7.03,8.38,11.19,5.67,1.8,14.9,15.1,2.1,43.4,9,69.8,13.7,eor
1580,2009-12-15T00:00:00Z,20091201,20091231,9,6.76,1.93,4.53,-0.86,1.84,11.9,17.9,-16,43,9,72.5,11.8,eor
1580,2010-01-15T00:00:00Z,20100101,20100131,9,7.07,-1.45,0.61,-3.7,1.84,6.8,12.7,-12.2,26.3,9,37.2,8.5,eor
1580,2010-02-15T00:00:00Z,20100201,20100228,9,7.03,1.74,4.62,-0.88,2.07,14.3,28,-6.8,35.8,9,35.8,9.3,eor
1580,2010-03-15T00:00:00Z,20100301,20100331,9,5.89,6.37,11.06,2.02,2.32,20.5,22.6,-5.7,156,9,27,8.7,eor
1580,2010-04-15T00:00:00Z,20100401,20100430,9,4.62,10.93,16.7,4.96,2.2,27,17.6,-1,243.5,9,10.1,3.9,eor
1580,2010-05-15T00:00:00Z,20100501,20100531,9,6.35,12.15,16.54,8.22,2.13,28.3,14.8,3.4,119.2,9,102.9,24.9,eor
1580,2010-06-15T00:00:00Z,20100601,20100630,9,4.64,18.52,24.44,12.76,2.23,31.5,21.5,7.9,294.2,9,52.5,20.4,eor
1580,2010-07-15T00:00:00Z,20100701,20100731,9,4.17,21.46,27.99,15.34,2.03,36.1,24.5,9.3,296,9,62,15.6,eor
1580,2010-08-15T00:00:00Z,20100801,20100831,9,5.87,17.99,23.07,13.42,2.16,30.4,17.1,8.9,168.9,9,113.7,19.3,eor
1580,2010-09-15T00:00:00Z,20100901,20100930,9,5.79,13.71,18.47,9.37,1.87,23.9,15.3,4.4,148.8,9,64,21.8,eor
1580,2010-10-15T00:00:00Z,20101001,20101031,9,5,9.66,14.41,5.95,1.94,22.4,15.7,-2.1,146.7,9,20.5,4.4,eor
1580,2010-11-15T00:00:00Z,20101101,20101130,9,,7.07,9.23,5.08,2.1,19,15.9,-3.1,19.9,9,57.1,16.7,eor
1580,2010-12-15T00:00:00Z,20101201,20101231,9,7.35,-1.27,0.87,-3.58,1.84,6,16.6,-11.3,24.4,9,75.5,14,eor
1580,2011-01-15T00:00:00Z,20110101,20110131,9,6.62,2.55,5.27,-0.1,1.77,14.7,13.3,-7.9,43.1,9,29.7,4.7,eor
1580,2011-02-15T00:00:00Z,20110201,20110228,9,6.88,3.37,6.22,0.69,2.07,12.5,16.9,-7.7,56.6,9,24.1,4,eor
1580,2011-03-15T00:00:00Z,20110301,20110331,9,4.06,7.75,13.38,2.62,2.13,20.9,17.9,-2,210.1,9,10.7,5.6,eor
1580,2011-04-15T00:00:00Z,20110401,20110430,9,4.23,14.04,20.63,7.76,2.2,27.2,18.7,2.5,257.4,9,13.7,7.1,eor
1580,2011-05-15T00:00:00Z,20110501,20110531,9,4.23,15.97,23.04,8.93,2.16,31.7,19.3,1.1,307.2,9,19.1,6.8,eor
1580,2011-06-15T00:00:00Z,20110601,20110630,9,6.02,18.27,23.54,13.04,2.27,33.1,15.9,8.5,190.6,9,70.4,32.5,eor
1580,2011-07-15T00:00:00Z,20110701,20110731,9,5.98,17.47,22.84,12.66,2.35,29.6,16.1,9.3,186.6,9,40.2,7,eor
1580,2011-08-15T00:00:00Z,20110801,20110831,9,5.19,18.95,25.04,13.8,2.1,33.5,20.8,8.6,207.7,9,104.6,33.8,eor
1580,2011-09-15T00:00:00Z,20110901,20110930,9,4.69,16.57,22.64,11.3,1.83,29.4,13.6,6.9,197.8,9,40,26.3,eor
1580,2011-10-15T00:00:00Z,20111001,20111031,9,5.14,10.86,16.08,6.25,1.94,26.2,18.4,-1,144.1,9,17.3,4.9,eor
1580,2011-11-15T00:00:00Z,20111101,20111130,3,6.41,5.46,8.7,2.75,1.53,19.2,12.4,-2.9,60.2,9,1.5,0.7,eor
1580,2011-12-15T00:00:00Z,20111201,20111231,3,,5.18,7.95,2.32,2.29,12.2,22,-2.7,35.5,9,97.4,25.9,eor
1580,2012-01-15T00:00:00Z,20120101,20120131,3,,4.07,6.83,1.51,2.32,14,21.7,-5.5,54.9,9,67.3,16.2,eor
1580,2012-02-15T00:00:00Z,20120201,20120229,3,4.62,-0.16,3.7,-3.74,2.03,14.3,16,-14.6,129.4,9,9.8,2.9,eor
1580,2012-03-15T00:00:00Z,20120301,20120331,3,4.51,8.97,14.05,4.03,2.06,22.2,16,-1.6,178.4,9,10.5,3.8,eor
1580,2012-04-15T00:00:00Z,20120401,20120430,3,6.74,9.63,14.77,4.67,2.13,30.1,16.1,-1.7,160.7,9,23.2,4.6,eor
1580,2012-05-15T00:00:00Z,20120501,20120531,3,5.55,16.42,22.25,10.69,2.26,30.1,16.9,1.9,252.3,9,48.9,12,eor
1580,2012-06-15T00:00:00Z,20120601,20120630,3,6.74,16.87,21.94,12.26,2.13,30.5,19.6,8.2,160.7,9,80.7,14.2,eor
1580,2012-07-15T00:00:00Z,20120701,20120731,3,5.92,18.97,24.41,13.55,2.23,35.1,17.5,8.8,225.9,9,56.2,13.2,eor
1580,2012-08-15T00:00:00Z,20120801,20120831,3,5.87,20.59,26.91,14.39,2.03,37.4,16.5,10.1,248.5,9,31.1,9.7,eor
1580,2012-09-15T00:00:00Z,20120901,20120930,3,5.55,14.94,21.12,9.47,1.87,30.4,19.2,4.2,197.6,9,33.6,10.6,eor
1580,2012-10-15T00:00:00Z,20121001,20121031,3,6.52,9.67,14.38,5.32,1.74,20.8,17.4,-3.1,106.3,9,56.5,12.9,eor
1580,2012-11-15T00:00:00Z,20121101,20121130,3,,6.15,8.56,3.43,1.7,14.3,16.1,-1.8,24.5,9,37.8,9,eor
1580,2012-12-15T00:00:00Z,20121201,20121231,3,,3.65,6.3,0.85,1.97,13.9,15.5,-8.8,48.2,9,75.6,22,eor
1580,2013-01-15T00:00:00Z,20130101,20130131,9,7.44,2.25,4.19,0.04,,14,18.9,-7.2,21.8,9,23.4,7.7,eor
1580,2013-02-15T00:00:00Z,20130201,20130228,9,7.35,1.22,3.56,-0.91,2,10.5,19.2,-5.8,34.4,9,28.1,5.7,eor
1580,2013-03-15T00:00:00Z,20130301,20130331,9,6.53,2.79,6.95,-0.77,2.1,16,14.4,-8.1,127.3,9,39.7,11.4,eor
1580,2013-04-15T00:00:00Z,20130401,20130430,9,6.46,10.02,14.67,5.86,2.2,25.2,15.2,-3.1,148.8,9,50.6,14.4,eor
1580,2013-05-15T00:00:00Z,20130501,20130531,9,6.71,12.83,17.38,8.63,2.23,23.8,19.7,2.1,136.6,9,90.7,26.7,eor
1580,2013-06-15T00:00:00Z,20130601,20130630,9,6.02,17.27,22.5,11.77,2.37,35,20.7,7.9,230.6,9,55.8,15.2,eor
1580,2013-07-15T00:00:00Z,20130701,20130731,9,,21.83,27.69,15.72,,35.4,13.9,10.7,305.8,9,23.7,10.5,eor
1580,2013-08-15T00:00:00Z,20130801,20130831,9,,19.39,25.87,13.57,,36.3,22.6,9.6,227.6,9,41.4,9.7,eor
1580,2013-09-15T00:00:00Z,20130901,20130930,9,,15.14,19.84,10.85,,30.3,12.6,6.4,138.5,9,48.5,17.9,eor
1580,2013-10-15T00:00:00Z,20131001,20131031,9,6.58,11.98,15.84,8.56,1.74,23.7,19.5,1.3,93.1,9,86.5,18.6,eor
1580,2013-11-15T00:00:00Z,20131101,20131130,9,6.25,6.1,8.67,3.52,1.93,17.4,15.5,-4.4,41.5,9,45.5,10.1,eor
1580,2013-12-15T00:00:00Z,20131201,20131231,9,,4.38,7.25,1.38,1.81,15.1,18.7,-3.1,49.5,9,23.6,5.9,eor
1580,2014-01-15T00:00:00Z,20140101,20140131,9,6.27,4.59,7.24,1.99,1.81,13.3,17.4,-1.7,51.4,9,38.8,9.1,eor
1580,2014-02-15T00:00:00Z,20140201,20140228,9,6.55,5.42,9.2,1.57,2.04,12.9,23.3,-1.5,53.7,9,31.5,10.1,eor
1580,2014-03-15T00:00:00Z,20140301,20140331,9,4.27,8.68,15.05,2.89,1.97,21.5,18.5,-0.9,206.1,9,5.3,2.3,eor
1580,2014-04-15T00:00:00Z,20140401,20140430,9,,13.2,18.79,7.8,,24.7,21.6,0.9,186.6,9,34.9,7.7,eor
1580,2014-05-15T00:00:00Z,20140501,20140531,9,6.08,14.35,19.69,8.78,2.23,28.5,19.8,2.9,183.7,9,38.5,9.1,eor
1580,2014-06-15T00:00:00Z,20140601,20140630,9,5.28,18.19,24.18,12.32,2.23,34.4,15.8,7.5,240.5,9,22.7,10.7,eor
1580,2014-07-15T00:00:00Z,20140701,20140731,9,5.45,20.7,26.25,15.7,2.1,33.5,23,9.5,232.3,9,132.6,30,eor
1580,2014-08-15T00:00:00Z,20140801,20140831,9,6.21,16.96,22.26,12.36,2.03,27.8,14.5,7,152.7,9,121.6,33.5,eor
1580,2014-09-15T00:00:00Z,20140901,20140930,9,,16.31,21.31,12.28,,26.7,14.1,5.6,124.8,9,43.6,20.9,eor
1580,2014-10-15T00:00:00Z,20141001,20141031,9,6.04,12.89,17.15,9.61,1.55,23.2,18.1,5,77.5,9,52,7.9,eor
1580,2014-11-15T00:00:00Z,20141101,20141130,9,6.6,7.71,9.73,5.73,1.73,15.4,10.8,0.5,16.4,9,48,18.2,eor
1580,2014-12-15T00:00:00Z,20141201,20141231,9,6.51,4.46,6.53,2.11,2.32,14.2,17.8,-6.4,24,9,54.8,10.8,eor
1580,2015-01-15T00:00:00Z,20150101,20150131,9,6.43,3.43,6.02,0.9,2.16,16,22.1,-3.5,39.8,9,56.4,18.1,eor
1580,2015-02-15T00:00:00Z,20150201,20150228,9,,2.43,5.33,-0.33,,11.8,15.1,-5.5,65.8,9,20.1,6.8,eor
1580,2015-03-15T00:00:00Z,20150301,20150331,9,5.38,6.83,11.9,2.21,2.35,19.5,26.6,-1.2,157.6,9,23.1,8.5,eor
1580,2015-04-15T00:00:00Z,20150401,20150430,9,,10.85,16.94,4.42,,26.5,19.6,-1,245.3,9,23.7,7,eor
1580,2015-05-15T00:00:00Z,20150501,20150531,3,6.4,14.66,20.32,8.84,2.23,29.3,18.8,4.6,195.2,9,8.1,2.9,eor
1580,2015-06-15T00:00:00Z,20150601,20150630,3,,17.92,23.78,12.08,,33.5,28.2,7.6,219.97,9,81.1,53.2,eor
1580,2015-07-15T00:00:00Z,20150701,20150731,3,4.74,21.9,28.36,15.55,2.35,38,19.5,8.2,267.22,9,13.5,4.4,eor
1580,2015-08-15T00:00:00Z,20150801,20150831,3,,21.48,27.89,15.7,,38.2,17.3,10.9,223.04,9,31.3,6.2,eor
1580,2015-09-15T00:00:00Z,20150901,20150930,3,,14.63,19.39,10.24,,24.1,13.8,6.5,138.64,9,63.5,16.4,eor
1580,2015-10-15T00:00:00Z,20151001,20151031,3,6.45,10.01,13.75,6.76,1.61,21.3,10.6,0.4,73.58,9,17.3,7.3,eor
1580,2015-11-15T00:00:00Z,20151101,20151130,3,,8.44,11.48,5.42,,19.6,19.4,-1.5,36.82,9,48.4,17.6,eor
1580,2015-12-15T00:00:00Z,20151201,20151231,3,7.2,7.4,10.08,4.65,1.55,13.9,15.5,-1.3,34.7,9,21.1,5,eor
1580,2016-01-15T00:00:00Z,20160101,20160131,3,6.98,3.53,6.29,0.85,1.94,13.6,17.9,-8,38.63,9,56.3,9.4,eor
1580,2016-02-15T00:00:00Z,20160201,20160229,3,6.94,5.12,8.24,2.16,2.52,14.1,21.6,-2.3,56.1,9,57.4,16.7,eor
1580,2016-03-15T00:00:00Z,20160301,20160331,3,6.29,5.84,9.76,2.27,2.29,14.6,18.5,-2.4,99.25,9,49.2,14.9,eor
1580,2016-04-15T00:00:00Z,20160401,20160430,3,6.21,9.47,14.64,4.33,2.33,20.3,16.9,-0.5,159.15,9,54.8,9.3,eor
1580,2016-05-15T00:00:00Z,20160501,20160531,3,6.01,15,20.23,9.79,2.29,27.1,17.2,3.7,195.21,9,76,41.5,eor
1580,2016-06-15T00:00:00Z,20160601,20160630,3,,18.02,23.05,13.51,,32.5,15.4,8.7,156.77,9,97.1,27.8,eor
1580,2016-07-15T00:00:00Z,20160701,20160731,3,6.42,20.34,25.82,15.09,2.1,34.7,14.3,9.7,197.53,9,16.4,5,eor
1580,2016-08-15T00:00:00Z,20160801,20160831,3,4.56,19.79,25.93,13.95,1.94,35.1,19.6,6.9,245.43,9,27.8,16.1,eor
1580,2016-09-15T00:00:00Z,20160901,20160930,3,,18.62,24.81,13.14,1.73,31.7,13.8,7.5,215.08,9,26.3,11.3,eor
1580,2016-10-15T00:00:00Z,20161001,20161031,3,6.72,9.96,13.57,6.79,1.71,17.3,13.5,3.9,61.73,9,59.7,20.8,eor
1580,2016-11-15T00:00:00Z,20161101,20161130,3,6.76,5.59,8.69,2.72,,15,16.3,-5.7,58.2,9,40.6,10.1,eor
1580,2016-12-15T00:00:00Z,20161201,20161231,3,6.75,2.65,4.75,0.21,1.55,11.8,16.8,-6.4,37.12,9,5.8,3.7,eor
1580,2017-01-15T00:00:00Z,20170101,20170131,3,5.43,-0.71,2.52,-3.65,1.9,7,24.6,-9.6,78.85,9,26.2,6.2,eor
1580,2017-02-15T00:00:00Z,20170201,20170228,3,6.59,5.26,8.79,1.79,2.18,15.5,23.7,-2.6,64.76,9,30.5,7.5,eor
1580,2017-03-15T00:00:00Z,20170301,20170331,3,6.71,9.39,14.68,4.62,2.19,22.5,19.4,0.5,156.37,9,30.3,12.8,eor
1580,2017-04-15T00:00:00Z,20170401,20170430,3,5.81,9.9,15.51,4.4,2.33,22.5,18,-1.1,191.83,9,5.1,2.9,eor
1580,2017-05-15T00:00:00Z,20170501,20170531,3,,15.82,21.56,10.19,,33.1,17.3,2.4,220.85,9,76.5,18.2,eor
1580,2017-06-15T00:00:00Z,20170601,20170630,3,,20,26.22,13.79,,34.8,18.4,8.6,256.15,,,,eor
1580,2017-07-15T00:00:00Z,20170701,20170731,3,,20.23,25.85,15.11,2.1,33.8,17,9.8,211.62,9,102.9,16.9,eor
1580,2017-08-15T00:00:00Z,20170801,20170831,3,5.9,19.12,24.58,14.3,1.84,30.1,23.9,10.4,202.7,9,56,14.6,eor
1580,2017-09-15T00:00:00Z,20170901,20170930,3,6.29,14.01,19.26,9.86,1.87,25.3,15.6,5.5,127.98,9,45,14,eor
1580,2017-10-15T00:00:00Z,20171001,20171031,3,,11.88,16.5,7.85,1.87,22.4,24,0.5,97.12,9,32.3,16.9,eor
1580,2017-11-15T00:00:00Z,20171101,20171130,3,,6.05,9.11,3.08,1.9,15.9,13.2,-0.1,47.87,9,51.2,10.6,eor
1580,2017-12-15T00:00:00Z,20171201,20171231,3,7.13,4.15,6.51,2.01,2.1,14.1,20.7,-2.3,26.02,9,78.3,20.6,eor
1580,2018-01-15T00:00:00Z,20180101,20180131,3,7.05,6.14,8.48,4.05,2.16,12.5,24.1,-1.2,33.72,9,69.3,11.5,eor
1580,2018-02-15T00:00:00Z,20180201,20180228,3,,0.25,3.61,-2.62,,9.1,15.4,-8.8,142.37,9,10,6.1,eor
1580,2018-03-15T00:00:00Z,20180301,20180331,3,7.07,4.85,8.99,1.1,2.1,14.7,17.4,-6.6,88.05,9,38.7,5.4,eor
1580,2018-04-15T00:00:00Z,20180401,20180430,3,5.82,14.04,20.32,7.68,2.17,28.2,19.4,0.4,215.97,9,19.4,9.6,eor
1580,2018-05-15T00:00:00Z,20180501,20180531,3,5.21,17.5,23.39,11.89,2.1,30.6,19.6,2.3,284.42,9,79.9,24.9,eor
1580,2018-06-15T00:00:00Z,20180601,20180630,3,,19.97,25.13,14.74,2.1,30.6,13.6,9,239.38,9,66.5,33.3,eor
1580,2018-07-15T00:00:00Z,20180701,20180731,3,,22.85,29.51,16.23,2.19,36,16.6,12.8,324.03,9,8.2,1.9,eor
1580,2018-08-15T00:00:00Z,20180801,20180831,3,5.08,21.49,28.41,15.24,2.06,36.4,26.2,7.2,271.6,9,30,8.9,eor
1580,2018-09-15T00:00:00Z,20180901,20180930,3,,16.48,23.58,10.4,,31.4,23.2,2.9,226.23,9,29.6,14.8,eor
1580,2018-10-15T00:00:00Z,20181001,20181031,3,5.1,12.22,18,7.31,1.74,26,15.5,0.9,178.18,9,7,2.5,eor
1580,2018-11-15T00:00:00Z,20181101,20181130,3,6.52,7.07,10.08,4.21,1.8,17.2,13.4,-2.9,66.9,9,25.4,9.1,eor
1580,2018-12-15T00:00:00Z,20181201,20181231,3,7.11,4.89,7.41,2.59,2.03,14,18.4,-4,34.08,9,86,25.3,eor
1580,2019-01-15T00:00:00Z,20190101,20190131,3,6.65,2.52,4.71,0.24,2.42,10.6,17.3,-8.2,42.05,3,45.9,9.8,eor
1580,2019-02-15T00:00:00Z,20190201,20190228,3,,4.86,10.75,0.29,1.5,19.8,15.4,-3,144.42,3,16.1,9.3,eor
1580,2019-03-15T00:00:00Z,20190301,20190331,3,5.57,8.35,13.17,3.75,2.84,21.1,24.8,-0.9,147.13,3,29.4,7.2,eor
